_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
5118,24,024,24 - WEST PARK,Collier,Bus,2018-11-01,201811,WEEKDAY,1725.90476190476,21
5119,26,026,26 - CHARTIERS,Collier,Bus,2018-11-01,201811,WEEKDAY,1013,21
5120,27,027,27 - FAIRYWOOD,Collier,Bus,2018-11-01,201811,WEEKDAY,1126.61904761905,21
5121,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,2118.47619047619,21
5122,29,029,29 - ROBINSON,Collier,Bus,2018-11-01,201811,WEEKDAY,1022.38095238095,21
5123,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,1790.42857142857,21
5124,36,036,36 - BANKSVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,704.761904761905,21
5125,38,038,38 - GREEN TREE,Collier,Bus,2018-11-01,201811,WEEKDAY,3254.66666666667,21
5126,39,039,39 - BROOKLINE,Collier,Bus,2018-11-01,201811,WEEKDAY,1580.33333333333,21
5127,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-11-01,201811,WEEKDAY,610.904761904762,21
5128,41,041,41 - BOWER HILL,Collier,Bus,2018-11-01,201811,WEEKDAY,1681.71428571429,21
5129,43,043,43 - BAILEY,Collier,Bus,2018-11-01,201811,WEEKDAY,687.285714285714,21
5130,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-11-01,201811,WEEKDAY,1036.52380952381,21
5131,48,048,48 - ARLINGTON,Collier,Bus,2018-11-01,201811,WEEKDAY,3112.85714285714,21
5132,51,051,51 - CARRICK,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,8158.95238095238,21
5133,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,647.857142857143,21
5134,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,445.428571428571,21
5135,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1455.71428571429,21
5136,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-11-01,201811,WEEKDAY,4361.47619047619,21
5137,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1040.80952380952,21
5138,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1708.61904761905,21
5139,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1291.80952380952,21
5140,58,058,58 - GREENFIELD,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1184.95238095238,21
5141,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,2188.38095238095,21
5142,60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,639.761904761905,21
5143,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,5195.66666666667,21
5144,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,4687.66666666667,21
5145,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,6536.90476190476,21
5146,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,6156.7619047619,21
5147,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1822.61904761905,21
5148,65,065,65 - SQUIRREL HILL,East Liberty,Bus,2018-11-01,201811,WEEKDAY,428.904761904762,21
5149,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-11-01,201811,WEEKDAY,2233.61904761905,21
5150,68,068,,,Bus,2018-11-01,201811,WEEKDAY,95.2857142857143,21
5151,69,069,69 - TRAFFORD,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1478.66666666667,21
5152,71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,75.8571428571429,21
5153,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-11-01,201811,WEEKDAY,6307.09523809524,21
5154,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-11-01,201811,WEEKDAY,5776.2380952381,21
5155,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-11-01,201811,WEEKDAY,6097.57142857143,21
5156,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-11-01,201811,WEEKDAY,5096.38095238095,21
5157,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-11-01,201811,WEEKDAY,995.666666666667,21
5158,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-11-01,201811,WEEKDAY,3538.95238095238,21
5159,77,077,77 - PENN HILLS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,2202,21
5160,79,079,79 - EAST HILLS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1030.61904761905,21
5161,81,081,81 - OAK HILL,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1818.71428571429,21
5162,82,082,82 - LINCOLN,East Liberty,Bus,2018-11-01,201811,WEEKDAY,3970.42857142857,21
5163,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,2467.2380952381,21
5164,86,086,86 - LIBERTY,East Liberty,Bus,2018-11-01,201811,WEEKDAY,2927.2380952381,21
5165,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-11-01,201811,WEEKDAY,2808.14285714286,21
5166,88,088,88 - PENN,East Liberty,Bus,2018-11-01,201811,WEEKDAY,3053.66666666667,21
5167,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,382.666666666667,21
5168,91,091,91 - BUTLER STREET,Ross,Bus,2018-11-01,201811,WEEKDAY,4373.52380952381,21
5169,93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,2236.28571428571,21
5170,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-11-01,201811,WEEKDAY,3857.95238095238,21
5171,G3,G3,G3 - MOON FLYER,Collier,Bus,2018-11-01,201811,WEEKDAY,912.285714285714,21
5172,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2018-11-01,201811,WEEKDAY,659.571428571429,21
5173,O1,O1,O1 - ROSS FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,1162.57142857143,21
5174,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,1428.7619047619,21
5175,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2018-11-01,201811,WEEKDAY,110.714285714286,21
5176,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-11-01,201811,WEEKDAY,10180.7619047619,21
5177,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,639.190476190476,21
5178,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1122.52380952381,21
5179,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2018-11-01,201811,WEEKDAY,341.285714285714,21
5180,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,910.190476190476,21
5181,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,398.809523809524,21
5182,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1583.04761904762,21
5183,P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2018-11-01,201811,WEEKDAY,3048.2380952381,21
5184,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,465.428571428571,21
5185,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,1252.66666666667,21
5186,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,257.333333333333,21
5187,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,766.238095238095,21
5188,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,578.095238095238,21
5189,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1022.38095238095,21
5190,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2018-11-01,201811,WEEKDAY,995.904761904762,21
5191,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,678.285714285714,21
5192,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,256.428571428571,21
5193,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1834.80952380952,21
5194,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,992.52380952381,21
5195,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-11-01,201811,WEEKDAY,1329.90476190476,21
5196,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,SAT.,1704,4
5197,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,SAT.,1326,4
5198,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-11-01,201811,SAT.,5369.5,4
5199,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,SUN.,816,5
5200,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,SUN.,651,5
5201,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-11-01,201811,SUN.,2962.2,5
5202,BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,5974,21
5203,BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,8809,21
5204,RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2018-11-01,201811,WEEKDAY,10001.619047619,21
5205,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-11-01,201811,SAT.,2074.25,4
5206,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-11-01,201811,SUN.,1185.4,5
5207,MI,000,MONONGAHELA INCLINE,Incline,Incline,2018-11-01,201811,WEEKDAY,1130.38095238095,21
5208,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,SAT.,1207.4,5
5209,4,004,4 - TROY HILL,Ross,Bus,2018-12-01,201812,SAT.,291,5
5210,6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,SAT.,581,5
5211,8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,SAT.,1672.2,5
5212,11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,SAT.,239.2,5
5213,12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,SAT.,1463.4,5
5214,13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,SAT.,1444,5
5215,14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,SAT.,584.6,5
5216,15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,SAT.,821.4,5
5217,16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,SAT.,2201.2,5
5218,17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,SAT.,619.6,5
5219,21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,SAT.,646.4,5
5220,22,022,22 - MCCOY,Collier,Bus,2018-12-01,201812,SAT.,464.6,5
5221,24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,SAT.,1334.8,5
5222,26,026,26 - CHARTIERS,Collier,Bus,2018-12-01,201812,SAT.,574.2,5
5223,27,027,27 - FAIRYWOOD,Collier,Bus,2018-12-01,201812,SAT.,669.8,5
5224,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-12-01,201812,SAT.,1646.8,5
5225,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-12-01,201812,SAT.,856.6,5
5226,38,038,38 - GREEN TREE,Collier,Bus,2018-12-01,201812,SAT.,408.6,5
5227,39,039,39 - BROOKLINE,Collier,Bus,2018-12-01,201812,SAT.,244.2,5
5228,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-12-01,201812,SAT.,193.2,5
5229,41,041,41 - BOWER HILL,Collier,Bus,2018-12-01,201812,SAT.,531.2,5
5230,43,043,43 - BAILEY,Collier,Bus,2018-12-01,201812,SAT.,352.2,5
5231,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-12-01,201812,SAT.,286.8,5
5232,48,048,48 - ARLINGTON,Collier,Bus,2018-12-01,201812,SAT.,1981.8,5
5233,51,051,51 - CARRICK,West Mifflin,Bus,2018-12-01,201812,SAT.,5089.2,5
5234,53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-12-01,201812,SAT.,321.4,5
5235,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-12-01,201812,SAT.,2042.8,5
5236,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-12-01,201812,SAT.,821.6,5
5237,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-12-01,201812,SAT.,841,5
5238,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-12-01,201812,SAT.,874.6,5
5239,58,058,58 - GREENFIELD,East Liberty,Bus,2018-12-01,201812,SAT.,261.2,5
5240,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-12-01,201812,SAT.,1965.8,5
5241,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-12-01,201812,SAT.,2865,5
5242,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-12-01,201812,SAT.,2382.6,5
5243,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-12-01,201812,SAT.,3994.4,5
5244,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-12-01,201812,SAT.,2805,5
5245,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-12-01,201812,SAT.,1595.4,5
5246,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-12-01,201812,SAT.,923.8,5
5247,68,068,,,Bus,2018-12-01,201812,SAT.,492,5
5248,69,069,69 - TRAFFORD,East Liberty,Bus,2018-12-01,201812,SAT.,343.2,5
5249,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-12-01,201812,SAT.,2301.6,5
5250,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-12-01,201812,SAT.,1922.8,5
5251,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-12-01,201812,SAT.,2751,5
5252,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-12-01,201812,SAT.,1847.4,5
5253,74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2018-12-01,201812,SAT.,468.8,5
5254,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-12-01,201812,SAT.,1712.4,5
5255,77,077,77 - PENN HILLS,East Liberty,Bus,2018-12-01,201812,SAT.,1067.2,5
5256,79,079,79 - EAST HILLS,East Liberty,Bus,2018-12-01,201812,SAT.,719,5
5257,81,081,81 - OAK HILL,West Mifflin,Bus,2018-12-01,201812,SAT.,867,5
5258,82,082,82 - LINCOLN,East Liberty,Bus,2018-12-01,201812,SAT.,2371.2,5
5259,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-12-01,201812,SAT.,1414.2,5
5260,86,086,86 - LIBERTY,East Liberty,Bus,2018-12-01,201812,SAT.,2792,5
5261,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-12-01,201812,SAT.,797.4,5
5262,88,088,88 - PENN,East Liberty,Bus,2018-12-01,201812,SAT.,1676.6,5
5263,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-12-01,201812,SAT.,256.8,5
5264,91,091,91 - BUTLER STREET,Ross,Bus,2018-12-01,201812,SAT.,2303.2,5
5265,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-12-01,201812,SAT.,1060.2,5
5266,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-12-01,201812,SAT.,5080.6,5
5267,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-12-01,201812,SAT.,834.8,5
5268,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2018-12-01,201812,SAT.,548,5
5269,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-12-01,201812,SAT.,636,5
5270,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,SUN.,895.666666666667,6
5271,6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,SUN.,474.333333333333,6
5272,8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,SUN.,1040.33333333333,6
5273,11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,SUN.,148.333333333333,6
5274,12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,SUN.,835.5,6
5275,13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,SUN.,737.333333333333,6
5276,14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,SUN.,407.833333333333,6
5277,15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,SUN.,474.166666666667,6
5278,16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,SUN.,1470.66666666667,6
5279,17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,SUN.,534.666666666667,6
5280,21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,SUN.,537.833333333333,6
5281,24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,SUN.,949.5,6
5282,26,026,26 - CHARTIERS,Collier,Bus,2018-12-01,201812,SUN.,308.5,6
5283,27,027,27 - FAIRYWOOD,Collier,Bus,2018-12-01,201812,SUN.,446.833333333333,6
5284,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-12-01,201812,SUN.,1412.33333333333,6
5285,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-12-01,201812,SUN.,586.666666666667,6
5286,38,038,38 - GREEN TREE,Collier,Bus,2018-12-01,201812,SUN.,265,6
5287,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-12-01,201812,SUN.,139.333333333333,6
5288,41,041,41 - BOWER HILL,Collier,Bus,2018-12-01,201812,SUN.,346.333333333333,6
5289,43,043,43 - BAILEY,Collier,Bus,2018-12-01,201812,SUN.,224.333333333333,6
5290,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-12-01,201812,SUN.,237.833333333333,6
5291,48,048,48 - ARLINGTON,Collier,Bus,2018-12-01,201812,SUN.,1063.66666666667,6
5292,51,051,51 - CARRICK,West Mifflin,Bus,2018-12-01,201812,SUN.,3405.5,6
5293,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-12-01,201812,SUN.,1040.16666666667,6
5294,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-12-01,201812,SUN.,590.833333333333,6
5295,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-12-01,201812,SUN.,672.666666666667,6
5296,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-12-01,201812,SUN.,652.166666666667,6
5297,58,058,58 - GREENFIELD,East Liberty,Bus,2018-12-01,201812,SUN.,120.166666666667,6
5298,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-12-01,201812,SUN.,1299.83333333333,6
5299,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2018-12-01,201812,SUN.,2076.16666666667,6
5300,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2018-12-01,201812,SUN.,1674.33333333333,6
5301,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2018-12-01,201812,SUN.,2959.16666666667,6
5302,61D,061D,61D - MURRAY,West Mifflin,Bus,2018-12-01,201812,SUN.,1772.5,6
5303,64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2018-12-01,201812,SUN.,966,6
5304,67,067,67 - MONROEVILLE,East Liberty,Bus,2018-12-01,201812,SUN.,454.166666666667,6
5305,68,068,,,Bus,2018-12-01,201812,SUN.,227,6
5306,69,069,69 - TRAFFORD,East Liberty,Bus,2018-12-01,201812,SUN.,261.666666666667,6
5307,71A,071A,71A - NEGLEY,East Liberty,Bus,2018-12-01,201812,SUN.,1575,6
5308,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2018-12-01,201812,SUN.,1107,6
5309,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2018-12-01,201812,SUN.,1828.33333333333,6
5310,71D,071D,71D - HAMILTON,East Liberty,Bus,2018-12-01,201812,SUN.,1121,6
5311,75,075,75 - ELLSWORTH,East Liberty,Bus,2018-12-01,201812,SUN.,1125,6
5312,77,077,77 - PENN HILLS,East Liberty,Bus,2018-12-01,201812,SUN.,698.5,6
5313,79,079,79 - EAST HILLS,East Liberty,Bus,2018-12-01,201812,SUN.,431.666666666667,6
5314,81,081,81 - OAK HILL,West Mifflin,Bus,2018-12-01,201812,SUN.,572.833333333333,6
5315,82,082,82 - LINCOLN,East Liberty,Bus,2018-12-01,201812,SUN.,1777,6
5316,83,083,83 - BEDFORD HILL,West Mifflin,Bus,2018-12-01,201812,SUN.,844.833333333333,6
5317,86,086,86 - LIBERTY,East Liberty,Bus,2018-12-01,201812,SUN.,1654.5,6
5318,87,087,87 - FRIENDSHIP,East Liberty,Bus,2018-12-01,201812,SUN.,300,6
5319,88,088,88 - PENN,East Liberty,Bus,2018-12-01,201812,SUN.,1110.16666666667,6
5320,89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2018-12-01,201812,SUN.,138.666666666667,6
5321,91,091,91 - BUTLER STREET,Ross,Bus,2018-12-01,201812,SUN.,1146.66666666667,6
5322,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2018-12-01,201812,SUN.,800.833333333333,6
5323,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2018-12-01,201812,SUN.,3531.66666666667,6
5324,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2018-12-01,201812,SUN.,660.5,6
5325,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2018-12-01,201812,SUN.,372.666666666667,6
5326,1,001,1 - FREEPORT ROAD,Ross,Bus,2018-12-01,201812,WEEKDAY,1658.5,20
5327,2,002,2 - MOUNT ROYAL,Ross,Bus,2018-12-01,201812,WEEKDAY,958.95,20
5328,4,004,4 - TROY HILL,Ross,Bus,2018-12-01,201812,WEEKDAY,640.7,20
5329,6,006,6 - SPRING HILL,Ross,Bus,2018-12-01,201812,WEEKDAY,1214.15,20
5330,7,007,7 - SPRING GARDEN,Ross,Bus,2018-12-01,201812,WEEKDAY,140.3,20
5331,8,008,8 - PERRYSVILLE,Ross,Bus,2018-12-01,201812,WEEKDAY,3077.95,20
5332,11,011,11 - FINEVIEW,Ross,Bus,2018-12-01,201812,WEEKDAY,675.55,20
5333,12,012,12 - MCKNIGHT,Ross,Bus,2018-12-01,201812,WEEKDAY,1287.05,20
5334,13,013,13 - BELLEVUE,Ross,Bus,2018-12-01,201812,WEEKDAY,2083.6,20
5335,14,014,14 - OHIO VALLEY,Ross,Bus,2018-12-01,201812,WEEKDAY,1309.1,20
5336,15,015,15 - CHARLES,Ross,Bus,2018-12-01,201812,WEEKDAY,1096.1,20
5337,16,016,16 - BRIGHTON,Ross,Bus,2018-12-01,201812,WEEKDAY,3743.7,20
5338,17,017,17 - SHADELAND,Ross,Bus,2018-12-01,201812,WEEKDAY,1284.55,20
5339,18,018,18 - MANCHESTER,Ross,Bus,2018-12-01,201812,WEEKDAY,90.25,20
5340,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2018-12-01,201812,WEEKDAY,585.35,20
5341,20,020,20 - KENNEDY,Collier,Bus,2018-12-01,201812,WEEKDAY,659.9,20
5342,21,021,21 - CORAOPOLIS,Collier,Bus,2018-12-01,201812,WEEKDAY,1296.65,20
5343,22,022,22 - MCCOY,Collier,Bus,2018-12-01,201812,WEEKDAY,898.3,20
5344,24,024,24 - WEST PARK,Collier,Bus,2018-12-01,201812,WEEKDAY,1616.25,20
5345,26,026,26 - CHARTIERS,Collier,Bus,2018-12-01,201812,WEEKDAY,932.4,20
5346,27,027,27 - FAIRYWOOD,Collier,Bus,2018-12-01,201812,WEEKDAY,1071.55,20
5347,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2018-12-01,201812,WEEKDAY,1936.7,20
5348,29,029,29 - ROBINSON,Collier,Bus,2018-12-01,201812,WEEKDAY,983.65,20
5349,31,031,31 - BRIDGEVILLE,Collier,Bus,2018-12-01,201812,WEEKDAY,1668.3,20
5350,36,036,36 - BANKSVILLE,Collier,Bus,2018-12-01,201812,WEEKDAY,673.05,20
5351,38,038,38 - GREEN TREE,Collier,Bus,2018-12-01,201812,WEEKDAY,2940.2,20
5352,39,039,39 - BROOKLINE,Collier,Bus,2018-12-01,201812,WEEKDAY,1525.75,20
5353,40,040,40 - MOUNT WASHINGTON,Ross,Bus,2018-12-01,201812,WEEKDAY,543.15,20
5354,41,041,41 - BOWER HILL,Collier,Bus,2018-12-01,201812,WEEKDAY,1538.5,20
5355,43,043,43 - BAILEY,Collier,Bus,2018-12-01,201812,WEEKDAY,644.9,20
5356,44,044,44 - VIA KNOXVILLE,Collier,Bus,2018-12-01,201812,WEEKDAY,965,20
5357,48,048,48 - ARLINGTON,Collier,Bus,2018-12-01,201812,WEEKDAY,2983.5,20
5358,51,051,51 - CARRICK,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,7747.05,20
5359,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,632.4,20
5360,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,407.1,20
5361,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,1405.45,20
5362,54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2018-12-01,201812,WEEKDAY,3625.2,20
5363,55,055,55 - GLASSPORT,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,1016.25,20
5364,56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,1632.7,20
5365,57,057,57 - HAZELWOOD,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,1204.65,20
5366,58,058,58 - GREENFIELD,East Liberty,Bus,2018-12-01,201812,WEEKDAY,963,20
5367,59,059,59 - MON VALLEY,West Mifflin,Bus,2018-12-01,201812,WEEKDAY,2175,20
