_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
21465,57,,57 - HAZELWOOD,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,810.227272727273,22
21466,58,,58 - GREENFIELD,East Liberty,Bus,2024-05-01,202405,WEEKDAY,362.181818181818,22
21467,59,,59 - MON VALLEY,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,1883.18181818182,22
21468,6,,6 - SPRING HILL,Ross,Bus,2024-05-01,202405,WEEKDAY,1041.72727272727,22
21469,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,390.181818181818,22
21470,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,3834.13636363636,22
21471,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,3153.54545454545,22
21472,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,4645.04545454545,22
21473,61D,,61D - MURRAY,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,2237,22
21474,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,1633.63636363636,22
21475,65,,65 - SQUIRREL HILL,East Liberty,Bus,2024-05-01,202405,WEEKDAY,149.909090909091,22
21476,67,,67 - MONROEVILLE,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1199.63636363636,22
21477,69,,69 - TRAFFORD,East Liberty,Bus,2024-05-01,202405,WEEKDAY,967.409090909091,22
21478,7,,7 - SPRING GARDEN,Ross,Bus,2024-05-01,202405,WEEKDAY,85.5909090909091,22
21479,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,51.4545454545455,22
21480,71A,,71A - NEGLEY,East Liberty,Bus,2024-05-01,202405,WEEKDAY,2191.13636363636,22
21481,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2024-05-01,202405,WEEKDAY,3491.86363636364,22
21482,71C,,71C - POINT BREEZE,East Liberty,Bus,2024-05-01,202405,WEEKDAY,2447.81818181818,22
21483,71D,,71D - HAMILTON,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1473.95454545455,22
21484,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2024-05-01,202405,WEEKDAY,733.636363636364,22
21485,75,,75 - ELLSWORTH,East Liberty,Bus,2024-05-01,202405,WEEKDAY,2325.95454545455,22
21486,77,,77 - PENN HILLS,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1173.45454545455,22
21487,79,,79 - EAST HILLS,East Liberty,Bus,2024-05-01,202405,WEEKDAY,512.681818181818,22
21488,8,,8 - PERRYSVILLE,Ross,Bus,2024-05-01,202405,WEEKDAY,1883.36363636364,22
21489,81,,81 - OAK HILL,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,1178.27272727273,22
21490,82,,82 - LINCOLN,East Liberty,Bus,2024-05-01,202405,WEEKDAY,3640.59090909091,22
21491,83,,83 - BEDFORD HILL,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,1529.86363636364,22
21492,86,,86 - LIBERTY,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1848.36363636364,22
21493,87,,87 - FRIENDSHIP,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1362.5,22
21494,88,,88 - PENN,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1138.27272727273,22
21495,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2024-05-01,202405,WEEKDAY,195.181818181818,22
21496,91,,91 - BUTLER STREET,Ross,Bus,2024-05-01,202405,WEEKDAY,2225.36363636364,22
21497,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,1337.72727272727,22
21498,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2024-05-01,202405,WEEKDAY,2702.40909090909,22
21499,G2,,G2 - WEST BUSWAY,Collier,Bus,2024-05-01,202405,WEEKDAY,1378.5,22
21500,G3,,G3 - MOON FLYER,Collier,Bus,2024-05-01,202405,WEEKDAY,212.545454545455,22
21501,G31,,G31 - BRIDGEVILLE FLYER,Collier,Bus,2024-05-01,202405,WEEKDAY,242,22
21502,MI,,MONONGAHELA INCLINE,Incline,Incline,2024-05-01,202405,WEEKDAY,688.545454545455,22
21503,O1,,O1 - ROSS FLYER,Ross,Bus,2024-05-01,202405,WEEKDAY,288,22
21504,O12,,O12 - MCKNIGHT FLYER,Ross,Bus,2024-05-01,202405,WEEKDAY,435.636363636364,22
21505,O5,,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2024-05-01,202405,WEEKDAY,42,22
21506,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2024-05-01,202405,WEEKDAY,5262.13636363636,22
21507,P10,,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,218.181818181818,22
21508,P12,,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,285.318181818182,22
21509,P13,,P13 - MOUNT ROYAL FLYER,Ross,Bus,2024-05-01,202405,WEEKDAY,71.8636363636364,22
21510,P16,,P16 - PENN HILLS FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,319.454545454545,22
21511,P17,,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,440.5,22
21512,P3,,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1581.72727272727,22
21513,P67,,P67 - MONROEVILLE FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,128.363636363636,22
21514,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,1209.68181818182,22
21515,P69,,P69 - TRAFFORD FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,196.818181818182,22
21516,P7,,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,296.545454545455,22
21517,P71,,P71 - SWISSVALE FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,178.636363636364,22
21518,P76,,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,278.227272727273,22
21519,P78,,P78 - OAKMONT FLYER,East Liberty,Bus,2024-05-01,202405,WEEKDAY,761.863636363636,22
21520,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2024-05-01,202405,WEEKDAY,4731.72727272727,22
21521,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2024-05-01,202405,WEEKDAY,3276.90909090909,22
21522,Y1,,Y1 - LARGE FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,109.772727272727,22
21523,Y45,,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,75.4090909090909,22
21524,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,926.318181818182,22
21525,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,566.545454545455,22
21526,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2024-05-01,202405,WEEKDAY,707.636363636364,22
21550,1,,1 - FREEPORT ROAD,Ross,Bus,2024-06-01,202406,SAT.,1155.6,5
21551,11,,11 - FINEVIEW,Ross,Bus,2024-06-01,202406,SAT.,198.6,5
21552,12,,12 - MCKNIGHT,Ross,Bus,2024-06-01,202406,SAT.,1095,5
21553,13,,13 - BELLEVUE,Ross,Bus,2024-06-01,202406,SAT.,1199.6,5
21554,14,,14 - OHIO VALLEY,Ross,Bus,2024-06-01,202406,SAT.,355.2,5
21555,15,,15 - CHARLES,Ross,Bus,2024-06-01,202406,SAT.,581.4,5
21556,16,,16 - BRIGHTON,Ross,Bus,2024-06-01,202406,SAT.,1479,5
21557,17,,17 - SHADELAND,Ross,Bus,2024-06-01,202406,SAT.,376,5
21558,2,,2 - MOUNT ROYAL,Ross,Bus,2024-06-01,202406,SAT.,217,5
21559,20,,20 - KENNEDY,Collier,Bus,2024-06-01,202406,SAT.,265.8,5
21560,21,,21 - CORAOPOLIS,Collier,Bus,2024-06-01,202406,SAT.,589.8,5
21561,22,,22 - MCCOY,Collier,Bus,2024-06-01,202406,SAT.,367.2,5
21562,24,,24 - WEST PARK,Collier,Bus,2024-06-01,202406,SAT.,815.8,5
21563,26,,26 - CHARTIERS,Collier,Bus,2024-06-01,202406,SAT.,440,5
21564,27,,27 - FAIRYWOOD,Collier,Bus,2024-06-01,202406,SAT.,468.8,5
21565,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2024-06-01,202406,SAT.,1201.2,5
21566,29,,29 - ROBINSON,Collier,Bus,2024-06-01,202406,SAT.,489.4,5
21567,31,,31 - BRIDGEVILLE,Collier,Bus,2024-06-01,202406,SAT.,589.4,5
21568,36,,36 - BANKSVILLE,Collier,Bus,2024-06-01,202406,SAT.,142.6,5
21569,37,,37 - CASTLE SHANNON,Collier,Bus,2024-06-01,202406,SAT.,127.6,5
21570,38,,38 - GREEN TREE,Collier,Bus,2024-06-01,202406,SAT.,235,5
21571,39,,39 - BROOKLINE,Collier,Bus,2024-06-01,202406,SAT.,249.6,5
21572,4,,4 - TROY HILL,Ross,Bus,2024-06-01,202406,SAT.,126.4,5
21573,40,,40 - MOUNT WASHINGTON,Ross,Bus,2024-06-01,202406,SAT.,183.6,5
21574,41,,41 - BOWER HILL,Collier,Bus,2024-06-01,202406,SAT.,381.4,5
21575,42,,42 - POTOMAC,Collier,Bus,2024-06-01,202406,SAT.,270.8,5
21576,43,,43 - BAILEY,Collier,Bus,2024-06-01,202406,SAT.,217.8,5
21577,44,,44 - VIA KNOXVILLE,Collier,Bus,2024-06-01,202406,SAT.,334.2,5
21578,48,,48 - ARLINGTON,Collier,Bus,2024-06-01,202406,SAT.,1445.6,5
21579,51,,51 - CARRICK,West Mifflin,Bus,2024-06-01,202406,SAT.,4129.4,5
21580,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2024-06-01,202406,SAT.,223.6,5
21581,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2024-06-01,202406,SAT.,1574,5
21582,55,,55 - GLASSPORT,West Mifflin,Bus,2024-06-01,202406,SAT.,687,5
21583,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2024-06-01,202406,SAT.,626,5
21584,57,,57 - HAZELWOOD,West Mifflin,Bus,2024-06-01,202406,SAT.,802,5
21585,58,,58 - GREENFIELD,East Liberty,Bus,2024-06-01,202406,SAT.,118,5
21586,59,,59 - MON VALLEY,West Mifflin,Bus,2024-06-01,202406,SAT.,1525.2,5
21587,6,,6 - SPRING HILL,Ross,Bus,2024-06-01,202406,SAT.,801,5
21588,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2024-06-01,202406,SAT.,208.6,5
21589,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2024-06-01,202406,SAT.,2402.2,5
21590,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2024-06-01,202406,SAT.,1963.2,5
21591,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2024-06-01,202406,SAT.,3460.6,5
21592,61D,,61D - MURRAY,West Mifflin,Bus,2024-06-01,202406,SAT.,1347.2,5
21593,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2024-06-01,202406,SAT.,1519.4,5
21594,67,,67 - MONROEVILLE,East Liberty,Bus,2024-06-01,202406,SAT.,628.4,5
21595,69,,69 - TRAFFORD,East Liberty,Bus,2024-06-01,202406,SAT.,231.8,5
21596,71A,,71A - NEGLEY,East Liberty,Bus,2024-06-01,202406,SAT.,1167.8,5
21597,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2024-06-01,202406,SAT.,1796,5
21598,71C,,71C - POINT BREEZE,East Liberty,Bus,2024-06-01,202406,SAT.,1656,5
21599,71D,,71D - HAMILTON,East Liberty,Bus,2024-06-01,202406,SAT.,754,5
21600,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2024-06-01,202406,SAT.,283.2,5
21601,75,,75 - ELLSWORTH,East Liberty,Bus,2024-06-01,202406,SAT.,1225,5
21602,77,,77 - PENN HILLS,East Liberty,Bus,2024-06-01,202406,SAT.,716.2,5
21603,79,,79 - EAST HILLS,East Liberty,Bus,2024-06-01,202406,SAT.,549.6,5
21604,8,,8 - PERRYSVILLE,Ross,Bus,2024-06-01,202406,SAT.,971.2,5
21605,81,,81 - OAK HILL,West Mifflin,Bus,2024-06-01,202406,SAT.,748.6,5
21606,82,,82 - LINCOLN,East Liberty,Bus,2024-06-01,202406,SAT.,2343.8,5
21607,83,,83 - BEDFORD HILL,West Mifflin,Bus,2024-06-01,202406,SAT.,921,5
21608,86,,86 - LIBERTY,East Liberty,Bus,2024-06-01,202406,SAT.,1592.2,5
21609,87,,87 - FRIENDSHIP,East Liberty,Bus,2024-06-01,202406,SAT.,688.4,5
21610,88,,88 - PENN,East Liberty,Bus,2024-06-01,202406,SAT.,813.6,5
21611,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2024-06-01,202406,SAT.,111.4,5
21612,91,,91 - BUTLER STREET,Ross,Bus,2024-06-01,202406,SAT.,1099.2,5
21613,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2024-06-01,202406,SAT.,341.2,5
21614,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2024-06-01,202406,SAT.,1855.4,5
21615,G2,,G2 - WEST BUSWAY,Collier,Bus,2024-06-01,202406,SAT.,763.2,5
21616,MI,,MONONGAHELA INCLINE,Incline,Incline,2024-06-01,202406,SAT.,1918.6,5
21617,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2024-06-01,202406,SAT.,3507,5
21618,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2024-06-01,202406,SAT.,726.2,5
21619,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2024-06-01,202406,SAT.,3018,5
21620,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2024-06-01,202406,SAT.,1565.2,5
21621,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2024-06-01,202406,SAT.,535,5
21622,Y47,,Y47 - CURRY FLYER,West Mifflin,Bus,2024-06-01,202406,SAT.,374.4,5
21623,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2024-06-01,202406,SAT.,619.2,5
21624,1,,1 - FREEPORT ROAD,Ross,Bus,2024-06-01,202406,SUN.,897.6,5
21625,11,,11 - FINEVIEW,Ross,Bus,2024-06-01,202406,SUN.,131,5
21626,12,,12 - MCKNIGHT,Ross,Bus,2024-06-01,202406,SUN.,657.8,5
21627,13,,13 - BELLEVUE,Ross,Bus,2024-06-01,202406,SUN.,588.2,5
21628,14,,14 - OHIO VALLEY,Ross,Bus,2024-06-01,202406,SUN.,235.4,5
21629,15,,15 - CHARLES,Ross,Bus,2024-06-01,202406,SUN.,414.2,5
21630,16,,16 - BRIGHTON,Ross,Bus,2024-06-01,202406,SUN.,1190.4,5
21631,17,,17 - SHADELAND,Ross,Bus,2024-06-01,202406,SUN.,441.2,5
21632,2,,2 - MOUNT ROYAL,Ross,Bus,2024-06-01,202406,SUN.,132.8,5
21633,20,,20 - KENNEDY,Collier,Bus,2024-06-01,202406,SUN.,133.2,5
21634,21,,21 - CORAOPOLIS,Collier,Bus,2024-06-01,202406,SUN.,476.6,5
21635,22,,22 - MCCOY,Collier,Bus,2024-06-01,202406,SUN.,138.2,5
21636,24,,24 - WEST PARK,Collier,Bus,2024-06-01,202406,SUN.,610,5
21637,26,,26 - CHARTIERS,Collier,Bus,2024-06-01,202406,SUN.,294.6,5
21638,27,,27 - FAIRYWOOD,Collier,Bus,2024-06-01,202406,SUN.,382.4,5
21639,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2024-06-01,202406,SUN.,1079.4,5
21640,29,,29 - ROBINSON,Collier,Bus,2024-06-01,202406,SUN.,246.6,5
21641,31,,31 - BRIDGEVILLE,Collier,Bus,2024-06-01,202406,SUN.,519,5
21642,36,,36 - BANKSVILLE,Collier,Bus,2024-06-01,202406,SUN.,79.6,5
21643,37,,37 - CASTLE SHANNON,Collier,Bus,2024-06-01,202406,SUN.,162,5
21644,38,,38 - GREEN TREE,Collier,Bus,2024-06-01,202406,SUN.,179.4,5
21645,39,,39 - BROOKLINE,Collier,Bus,2024-06-01,202406,SUN.,108.4,5
21646,4,,4 - TROY HILL,Ross,Bus,2024-06-01,202406,SUN.,68.2,5
21647,40,,40 - MOUNT WASHINGTON,Ross,Bus,2024-06-01,202406,SUN.,119,5
21648,41,,41 - BOWER HILL,Collier,Bus,2024-06-01,202406,SUN.,239,5
21649,42,,42 - POTOMAC,Collier,Bus,2024-06-01,202406,SUN.,371.4,5
21650,43,,43 - BAILEY,Collier,Bus,2024-06-01,202406,SUN.,181.2,5
21651,44,,44 - VIA KNOXVILLE,Collier,Bus,2024-06-01,202406,SUN.,193.6,5
21652,48,,48 - ARLINGTON,Collier,Bus,2024-06-01,202406,SUN.,819.6,5
21653,51,,51 - CARRICK,West Mifflin,Bus,2024-06-01,202406,SUN.,2931.2,5
21654,53,,53 - HOMESTEAD PARK,West Mifflin,Bus,2024-06-01,202406,SUN.,120.2,5
21655,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2024-06-01,202406,SUN.,847,5
21656,55,,55 - GLASSPORT,West Mifflin,Bus,2024-06-01,202406,SUN.,616.8,5
21657,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2024-06-01,202406,SUN.,491.8,5
21658,57,,57 - HAZELWOOD,West Mifflin,Bus,2024-06-01,202406,SUN.,573.6,5
21659,58,,58 - GREENFIELD,East Liberty,Bus,2024-06-01,202406,SUN.,83,5
21660,59,,59 - MON VALLEY,West Mifflin,Bus,2024-06-01,202406,SUN.,1081.8,5
21661,6,,6 - SPRING HILL,Ross,Bus,2024-06-01,202406,SUN.,609.8,5
21662,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2024-06-01,202406,SUN.,148.8,5
21663,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2024-06-01,202406,SUN.,1701.2,5
21664,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2024-06-01,202406,SUN.,1290.4,5
21665,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2024-06-01,202406,SUN.,2112,5
21666,61D,,61D - MURRAY,West Mifflin,Bus,2024-06-01,202406,SUN.,934.6,5
21667,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2024-06-01,202406,SUN.,1070.2,5
21668,67,,67 - MONROEVILLE,East Liberty,Bus,2024-06-01,202406,SUN.,461.4,5
21669,69,,69 - TRAFFORD,East Liberty,Bus,2024-06-01,202406,SUN.,167.8,5
21670,71A,,71A - NEGLEY,East Liberty,Bus,2024-06-01,202406,SUN.,855.4,5
21671,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2024-06-01,202406,SUN.,990,5
21672,71C,,71C - POINT BREEZE,East Liberty,Bus,2024-06-01,202406,SUN.,1274.6,5
21673,71D,,71D - HAMILTON,East Liberty,Bus,2024-06-01,202406,SUN.,460.4,5
21674,74,,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2024-06-01,202406,SUN.,133,5
21675,75,,75 - ELLSWORTH,East Liberty,Bus,2024-06-01,202406,SUN.,994,5
21676,77,,77 - PENN HILLS,East Liberty,Bus,2024-06-01,202406,SUN.,564.6,5
21677,79,,79 - EAST HILLS,East Liberty,Bus,2024-06-01,202406,SUN.,274,5
21678,8,,8 - PERRYSVILLE,Ross,Bus,2024-06-01,202406,SUN.,737.8,5
21679,81,,81 - OAK HILL,West Mifflin,Bus,2024-06-01,202406,SUN.,600.2,5
21680,82,,82 - LINCOLN,East Liberty,Bus,2024-06-01,202406,SUN.,1891.8,5
21681,83,,83 - BEDFORD HILL,West Mifflin,Bus,2024-06-01,202406,SUN.,797.4,5
21682,86,,86 - LIBERTY,East Liberty,Bus,2024-06-01,202406,SUN.,1095.6,5
21683,87,,87 - FRIENDSHIP,East Liberty,Bus,2024-06-01,202406,SUN.,195.8,5
21684,88,,88 - PENN,East Liberty,Bus,2024-06-01,202406,SUN.,617.4,5
21685,89,,89 - GARFIELD COMMONS,East Liberty,Bus,2024-06-01,202406,SUN.,77.2,5
21686,91,,91 - BUTLER STREET,Ross,Bus,2024-06-01,202406,SUN.,796.2,5
21687,93,,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2024-06-01,202406,SUN.,272.2,5
21688,BLUE,,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2024-06-01,202406,SUN.,1490.2,5
21689,G2,,G2 - WEST BUSWAY,Collier,Bus,2024-06-01,202406,SUN.,538,5
21690,MI,,MONONGAHELA INCLINE,Incline,Incline,2024-06-01,202406,SUN.,1140.4,5
21691,P1,,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2024-06-01,202406,SUN.,2344.2,5
21692,P68,,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2024-06-01,202406,SUN.,602.8,5
21693,RED,,RED - Castle Shannon via Beechview,South Hills Village,Rail,2024-06-01,202406,SUN.,1472.8,5
21694,SLVR,,SLVR - Libary via Overbrook,South Hills Village,Rail,2024-06-01,202406,SUN.,1085,5
21695,Y46,,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2024-06-01,202406,SUN.,431.4,5
21696,Y49,,Y49 - PROSPECT FLYER,West Mifflin,Bus,2024-06-01,202406,SUN.,420.8,5
21697,1,,1 - FREEPORT ROAD,Ross,Bus,2024-06-01,202406,WEEKDAY,1577.25,20
21698,11,,11 - FINEVIEW,Ross,Bus,2024-06-01,202406,WEEKDAY,355,20
21699,12,,12 - MCKNIGHT,Ross,Bus,2024-06-01,202406,WEEKDAY,998.45,20
21700,13,,13 - BELLEVUE,Ross,Bus,2024-06-01,202406,WEEKDAY,1374.05,20
21701,14,,14 - OHIO VALLEY,Ross,Bus,2024-06-01,202406,WEEKDAY,533.6,20
21702,15,,15 - CHARLES,Ross,Bus,2024-06-01,202406,WEEKDAY,777,20
21703,16,,16 - BRIGHTON,Ross,Bus,2024-06-01,202406,WEEKDAY,2142.75,20
21704,17,,17 - SHADELAND,Ross,Bus,2024-06-01,202406,WEEKDAY,897,20
21705,18,,18 - MANCHESTER,Ross,Bus,2024-06-01,202406,WEEKDAY,37.35,20
21706,19L,,19L - EMSWORTH LIMITED,Ross,Bus,2024-06-01,202406,WEEKDAY,251.9,20
21707,2,,2 - MOUNT ROYAL,Ross,Bus,2024-06-01,202406,WEEKDAY,484.75,20
21708,20,,20 - KENNEDY,Collier,Bus,2024-06-01,202406,WEEKDAY,353.4,20
21709,21,,21 - CORAOPOLIS,Collier,Bus,2024-06-01,202406,WEEKDAY,930.45,20
21710,22,,22 - MCCOY,Collier,Bus,2024-06-01,202406,WEEKDAY,524.75,20
21711,24,,24 - WEST PARK,Collier,Bus,2024-06-01,202406,WEEKDAY,1211.45,20
21712,26,,26 - CHARTIERS,Collier,Bus,2024-06-01,202406,WEEKDAY,671.4,20
21713,27,,27 - FAIRYWOOD,Collier,Bus,2024-06-01,202406,WEEKDAY,804.05,20
21714,28X,,28X - AIRPORT FLYER,East Liberty,Bus,2024-06-01,202406,WEEKDAY,1286.3,20
21715,29,,29 - ROBINSON,Collier,Bus,2024-06-01,202406,WEEKDAY,817.1,20
21716,31,,31 - BRIDGEVILLE,Collier,Bus,2024-06-01,202406,WEEKDAY,1043.75,20
21717,36,,36 - BANKSVILLE,Collier,Bus,2024-06-01,202406,WEEKDAY,342.5,20
21718,37,,37 - CASTLE SHANNON,Collier,Bus,2024-06-01,202406,WEEKDAY,211.5,20
21719,38,,38 - GREEN TREE,Collier,Bus,2024-06-01,202406,WEEKDAY,612.55,20
21720,39,,39 - BROOKLINE,Collier,Bus,2024-06-01,202406,WEEKDAY,777.75,20
21721,4,,4 - TROY HILL,Ross,Bus,2024-06-01,202406,WEEKDAY,302.65,20
21722,40,,40 - MOUNT WASHINGTON,Ross,Bus,2024-06-01,202406,WEEKDAY,403.8,20
21723,41,,41 - BOWER HILL,Collier,Bus,2024-06-01,202406,WEEKDAY,713.8,20
21724,42,,42 - POTOMAC,Collier,Bus,2024-06-01,202406,WEEKDAY,561.5,20
21725,43,,43 - BAILEY,Collier,Bus,2024-06-01,202406,WEEKDAY,286.2,20
21726,44,,44 - VIA KNOXVILLE,Collier,Bus,2024-06-01,202406,WEEKDAY,529.2,20
21727,48,,48 - ARLINGTON,Collier,Bus,2024-06-01,202406,WEEKDAY,1743.05,20
21728,51,,51 - CARRICK,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,5489.95,20
21729,51L,,51L - CARRICK LIMITED,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,346.9,20
21730,52L,,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,248.95,20
21731,53L,,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,689.7,20
21732,54,,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2024-06-01,202406,WEEKDAY,2368.2,20
21733,55,,55 - GLASSPORT,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,819.3,20
21734,56,,56 - LINCOLN PLACE,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,987.3,20
21735,57,,57 - HAZELWOOD,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,804.4,20
21736,58,,58 - GREENFIELD,East Liberty,Bus,2024-06-01,202406,WEEKDAY,337.8,20
21737,59,,59 - MON VALLEY,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,1877.1,20
21738,6,,6 - SPRING HILL,Ross,Bus,2024-06-01,202406,WEEKDAY,1040,20
21739,60,,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,389.85,20
21740,61A,,61A - NORTH BRADDOCK,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,3496.8,20
21741,61B,,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,2857.95,20
21742,61C,,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,4478.95,20
21743,61D,,61D - MURRAY,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,1889.3,20
21744,64,,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2024-06-01,202406,WEEKDAY,1433,20
21745,65,,65 - SQUIRREL HILL,East Liberty,Bus,2024-06-01,202406,WEEKDAY,130.6,20
21746,67,,67 - MONROEVILLE,East Liberty,Bus,2024-06-01,202406,WEEKDAY,1105.45,20
21747,69,,69 - TRAFFORD,East Liberty,Bus,2024-06-01,202406,WEEKDAY,785.2,20
21748,7,,7 - SPRING GARDEN,Ross,Bus,2024-06-01,202406,WEEKDAY,74.2,20
21749,71,,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2024-06-01,202406,WEEKDAY,53.55,20
21750,71A,,71A - NEGLEY,East Liberty,Bus,2024-06-01,202406,WEEKDAY,2027.4,20
21751,71B,,71B - HIGHLAND PARK,East Liberty,Bus,2024-06-01,202406,WEEKDAY,3328.95,20
21752,71C,,71C - POINT BREEZE,East Liberty,Bus,2024-06-01,202406,WEEKDAY,2389.45,20
